PP4502N,,,,,CB 386NE,,,,,CB 143NJ,,,,,CB 598NJ,,,,,CB 529NR,,,,,EKU 13900 ,,,,,GD 4H453 ,,,,
 ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,
,,,,, ,01:35:59,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,
,,,,,2023-04-13 12:08:28,,"Borzęcin 40, 55-140, Poland",Borzęcin,,2023-04-05 16:38:01,02:01:06,"Szajnochy 10, 85-738 Bydgoszcz, Poland",Bydgoszcz,,2023-04-05 19:17:00,00:32:34,"Aleja Krakowska 135, 05-090 Sękocin Stary, Poland",Sękocin Stary,,2023-04-06 18:32:01,,"E67, 55-095, Poland",,,,,,,,,,,,
,,,,,2023-04-13 14:54:31,,"Wrocławska 14, 62-300 Września, Poland",Września,,2023-04-05 17:27:49,,"Legionów 27-25, 87-100 Toruń, Poland",Toruń,,2023-04-05 20:41:18,,"Zambrowska 43, 07-300 Podborze, Poland",Podborze,,2023-04-06 20:22:42,02:30:03,"Przemyska 37, 61-324 Poznań, Poland",Poznań,,,,,,,,,,,
,,,,, ,00:24:17,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,
,,,,,2023-04-13 14:56:59,,"Wrocławska 14, 62-300 Września, Poland",Września,,2023-04-05 17:37:45,00:49:48,"Legionów 27-25, 87-100 Toruń, Poland",Toruń,,2023-04-06 07:54:20,,"Zambrowska 43, 07-300 Podborze, Poland",Podborze,,2023-04-06 22:51:47,,"Przemyska 37, 61-324 Poznań, Poland",Poznań,,,,,,,,,,,
,,,,,2023-04-13 15:04:40,,"Gwarna 2-14, 62-302 Psary Małe, Poland",Psary Małe,,2023-04-05 17:46:57,,"Generała Augusta Emila Fieldorfa ""Nila"" 15-9, 87-100 Toruń, Poland",Toruń,,2023-04-06 08:02:15,01:24:18,"Stanisława Dubois 33-27, 07-300 Ostrów Mazowiecka, Poland",Ostrów Mazowiecka,,2023-04-07 00:38:11,01:50:41,"Karola Szajnochy 14-18, 85-738 Bydgoszcz, Poland",Bydgoszcz,,,,,,,,,,,
,,,,, ,02:46:03,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,
,,,,,2023-04-13 20:40:20,,"Gwarna 2-14, 62-302 Psary Małe, Poland",Psary Małe,,2023-04-05 17:50:54,00:09:12,"Generała Augusta Emila Fieldorfa ""Nila"" 15-9, 87-100 Toruń, Poland",Toruń,,2023-04-06 08:10:58,,"Onufrego Zagłoby 7, 07-300 Ostrów Mazowiecka, Poland",Ostrów Mazowiecka,,2023-04-11 07:21:50,,"Karola Szajnochy 14-18, 85-738 Bydgoszcz, Poland",Bydgoszcz,,,,,,,,,,,
,,,,,2023-04-13 20:54:06,,"Kwiatowa 1, 62-330 Zasutowo, Poland",Zasutowo,,2023-04-05 22:27:43,,"Lawendowa, 32-010, Poland",,,2023-04-06 08:22:13,00:07:55,"Nieskórz 15, 07-304, Poland",Nieskórz,,2023-04-11 07:26:55,,"Karola Szajnochy 14b, 85-738 Bydgoszcz, Poland",Bydgoszcz,,,,,,,,,,,
,,,,, ,00:07:41,,,, ,,,,, ,,,,, ,01:46:24,,,,,,,,,,,,,
,,,,,2023-04-14 07:42:10,,"DK92, 62-330 Zasutowo, Poland",Zasutowo,,2023-04-05 22:42:16,04:36:49,"Kocmyrzów 188a, 32-010, Poland",Kocmyrzów,,2023-04-06 19:39:01,,"Nieskórz 15, 07-304, Poland",Nieskórz,,2023-04-12 02:40:40,,"Karola Szajnochy 14-18, 85-738 Bydgoszcz, Poland",Bydgoszcz,,,,,,,,,,,
,,,,,2023-04-14 07:52:59,,"Józefa Piłsudskiego, 62-302 Września, Poland",Września,,2023-04-05 23:14:49,,"Alberta Schweitzera, 30-695 Kraków, Poland",Kraków,,2023-04-06 19:54:40,00:11:15,"Onufrego Zagłoby 7, 07-300 Ostrów Mazowiecka, Poland",Ostrów Mazowiecka,,2023-04-12 03:45:15,,"Wyrzyska 103, 89-110 Sadki, Poland",Sadki,,,,,,,,,,,
,,,,, ,,,,, ,,,,, ,,,,, ,00:05:05,,,,,,,,,,,,,
,,,,,2023-04-14 07:55:54,00:13:46,"Józefa Piłsudskiego, 62-302 Września, Poland",Września,,2023-04-05 23:15:23,00:32:33,"Alberta Schweitzera, 30-695 Kraków, Poland",Kraków,,2023-04-06 20:05:26,,"Onufrego Zagłoby 7, 07-300 Ostrów Mazowiecka, Poland",Ostrów Mazowiecka,,2023-04-12 03:48:17,,"Wyrzyska 103, 89-110 Sadki, Poland",Sadki,,,,,,,,,,,
,,,,,2023-04-14 08:15:33,,"Gwarna 2-14, 62-302 Psary Małe, Poland",Psary Małe,,2023-04-05 23:21:14,,"Rafała Czerwiakowskiego 1, 30-695 Kraków, Poland",Kraków,,2023-04-06 20:12:46,00:15:39,"Zambrowska 43, 07-300 Podborze, Poland",Podborze,,2023-04-12 04:39:19,,"DK10 64, 64-930 Nowa Łubianka, Poland",Nowa Łubianka,,,,,,,,,,,
,,,,, ,,,,, ,,,,, ,,,,, ,01:04:35,,,,,,,,,,,,,
,,,,,2023-04-14 19:59:14,00:10:49,"Gwarna 2-14, 62-302 Psary Małe, Poland",Psary Małe,,2023-04-06 07:37:04,00:05:51,"Rafała Czerwiakowskiego, 30-695 Kraków, Poland",Kraków,,2023-04-07 07:55:58,,"Zambrowska 43, 07-300 Podborze, Poland",Podborze,,2023-04-12 04:43:41,,"DK10 64, 64-930 Nowa Łubianka, Poland",Nowa Łubianka,,,,,,,,,,,
,,,,,2023-04-14 20:28:04,,"E261, 62-260, Poland",,,2023-04-06 07:55:53,,"Sołtysowska 27, 31-589 Kraków, Poland",Kraków,,2023-04-07 08:04:24,00:07:20,"Onufrego Zagłoby 7, 07-300 Ostrów Mazowiecka, Poland",Ostrów Mazowiecka,,2023-04-12 05:53:00,,"Podgórna 2, 73-210 Recz, Poland",Recz,,,,,,,,,,,
,,,,, ,,,,, ,,,,, ,,,,, ,00:51:02,,,,,,,,,,,,,
